term,asin,title,category,subcategory,brand,list_price_amount,list_price_currency,image_url
bento lunch box for kids,B0CB7KCB4W,"Caperci Bento Lunch Box for Kids - Large 4.8 Cups Lunch Container with 2 Modular Containers - 4 Compartments, Leak-Proof, Portable Handle, Microwave/Dishwasher Safe (Blue/Juicy Pear)",Tools & Home Improvement,Kitchen,Caperci,35.99,USD,https://m.media-amazon.com/images/I/51v6UqOrT2L._SL75_.jpg
bento lunch box for kids,B0CKR49229,"Bento Lunch Box for Kids with 8oz Soup Thermo&Lunch Bag, Leak-Proof Lunch Food Containers with 4 Compartment, Hot Food Insulated Food Jar for Kids School (Pink)",Kitchen,Home Improvement,Itslife,37.99,USD,https://m.media-amazon.com/images/I/41gWtAU6LoL._SL75_.jpg
betty la fea,B003YDNR1O,Ugly Betty Season 1,Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/51ufDWe7ptL._SL75_.jpg
betty la fea,B07BLK7BRP,Chapter Uno,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51LH1ysXR0L._SL75_.jpg
betty la fea,B08CRBT23T,Not your topo,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51Tqt13a7YL._SL75_.jpg
betty la fea,B0B8PTWQPF,La Fea Más Bella Capítulo 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/419k3CDw2oL._SL75_.jpg
betty la fea,B0B8Q6RFTM,La Fea Más Bella Capítulo 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/419k3CDw2oL._SL75_.jpg
betty la fea,B0CW6MJ11W,"Betty La Fea, The Story Continues S1",Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0CW6PF8YX,"Betty La Fea, The Story Continues S1",Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0CZ8NDFMM,Armando Dismantled,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0D1WZK3WF,"Betty La Fea, The Story Continues - Season 1: Trailer",Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0D1X22RCC,"Betty La Fea, The Story Continues - Season 1: Trailer",Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0D5TRNQ7T,"Betty La Fea, The Story Continues",Prime Video,TV Series Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
betty la fea,B0D6S7G9G3,Don't Blame It On The Beach,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41gGm-zHJcL._SL75_.jpg
bic mechanical pencil,B001CD9RRG,"BIC Xtra-Strong Thick Lead Mechanical Pencil, With Colorful Barrel Thick Point (0.9mm), 24-Count Pack, With Erasers (MPLWP241)",Office Product,Pantry,BIC,8.99,USD,https://m.media-amazon.com/images/I/41JMv6irnvL._SL75_.jpg
bic mechanical pencil,B00260X7F2,"BIC Xtra-Smooth Mechanical Pencils With Erasers, Medium Point (0.7mm), 10-Count Pack, Mechanical Pencils for School or Office Supplies (MPP101-BLK)",Office Product,Office Product,BIC,4.99,USD,https://m.media-amazon.com/images/I/51AxI9vTUML._SL75_.jpg
bic mechanical pencil,B01JHMVG5O,"BIC Xtra-Smooth Mechanical Pencil (MPP40MJ), Medium Point (0.7mm), Perfect for the Classroom and Test Time, 40-Count",Office Product,Office Product,BIC,13.99,USD,https://m.media-amazon.com/images/I/519uKw4iYSL._SL75_.jpg
bic mechanical pencil,B08MQRQTKJ,"BIC Xtra-Smooth Mechanical Pencils with Erasers (MPCE40-BLK), Bright Edition Medium Point (0.7mm), 40-Count Pack, Bulk Mechanical Pencils for School, Perfect Teacher Appreciation Gifts",Office Product,Office Product,BIC,15.99,USD,https://m.media-amazon.com/images/I/51UXzqmFhmL._SL75_.jpg
big b,B01HH86RU4,Big Brother,Prime Video,TV Series Video on Demand,,,,https://m.media-amazon.com/images/I/51lTEYGEQXL._SL75_.jpg
big b,B077P8PTQG,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41VlhcxPD7L._SL75_.jpg
big b,B077PLQYBD,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41VlhcxPD7L._SL75_.jpg
big b,B0B5NTJ4TW,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51hns+LvfdL._SL75_.jpg
big b,B0B5NTKHR2,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51hns+LvfdL._SL75_.jpg
big b,B0B65ZZ2QB,Pilot,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41wqwL0YJnL._SL75_.jpg
big b,B0CBYBFYMW,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51rOXVIv8EL._SL75_.jpg
big b,B0CH487BDH,Episode 16,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41WBTew2nNL._SL75_.jpg
big b,B0D4YD5PNQ,Episode 18,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41fa+LzSztL._SL75_.jpg
big brother,B01HH86RU4,Big Brother,Prime Video,TV Series Video on Demand,,,,https://m.media-amazon.com/images/I/51lTEYGEQXL._SL75_.jpg
big brother,B077P8KLKR,Big Brother Season 1,Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/51lTEYGEQXL._SL75_.jpg
big brother,B077PLQYBD,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41VlhcxPD7L._SL75_.jpg
big brother,B0C9W49YFS,"Big Brother, Season 25",Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/51A8D-RX86L._SL75_.jpg
big brother,B0CBYBFYMW,Episode 1,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/51rOXVIv8EL._SL75_.jpg
big brother,B0CGM2PBY2,Episode 42,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/418CczBur-L._SL75_.jpg
big brother,B0CKNWPSZQ,Episode 3,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41fa+LzSztL._SL75_.jpg
big brother,B0D1CV62X7,Big Brother - Season 26,Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/41fa+LzSztL._SL75_.jpg
big brother,B0D4YD5PNQ,Episode 18,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41fa+LzSztL._SL75_.jpg
big brother,B0D8LLF8XW,Episode 4,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41UWino8tUL._SL75_.jpg
big brother,B0D8R78DMK,Episode 19,Prime Video,TV Series Episode Video on Demand,,,,https://m.media-amazon.com/images/I/41fa+LzSztL._SL75_.jpg
big brother,B0D9MK88CN,Big Brother - Season 26,Prime Video,TV Series Season Video on Demand,,,,https://m.media-amazon.com/images/I/41PYHqTOcUL._SL75_.jpg
billy madison,B0018OIJXM,Billy Madison,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/51hWauW7cHL._SL75_.jpg
billy madison,B009CFYV18,Billy Madison,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/51hWauW7cHL._SL75_.jpg
billy madison,B00BXLIVP6,Not Another Teen Movie,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/51-JmKgy8fL._SL75_.jpg
billy madison,B00D5EYVQW,Mean Girls,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/51GKztjfPqL._SL75_.jpg
billy madison,B00D5UHT56,Billy Madison,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/51hWauW7cHL._SL75_.jpg
billy madison,B0C733JMKN,Billy Madison,Prime Video,Movie,,,,https://m.media-amazon.com/images/I/41QRotMp7QL._SL75_.jpg
binaxnow covid-19 rapid test kit,B094LVQZJL,"BinaxNOW COVID-19 Antigen Self Test, 1 Pack, 2 Tests Total, COVID Test With 15-Minute Results Without Sending to a Lab, Easy to Use at Home",Unknown Binding,BISS Basic,BinaxNOW,23.99,USD,https://m.media-amazon.com/images/I/41yZLQrhPZL._SL75_.jpg
binaxnow covid-19 rapid test kit,B09NY9MMS3,"iHealth COVID-19 Antigen Rapid Test, 1 Pack, 5 Tests Total, FDA EUA Authorized OTC at-Home Self Test, Results in 15 Minutes with Non-invasive Nasal Swab, Easy to Use & No Discomfort",Other,BISS Basic,iHealth,44.95,USD,https://m.media-amazon.com/images/I/41sYzCzxNrL._SL75_.jpg
binaxnow covid-19 rapid test kit,B0C3SR4BNC,"BinaxNOW COVID-19 Antigen Self Test, 1 Pack, 4 Tests Total, COVID Test With 15-Minute Results Without Sending to a Lab, Easy to Use at Home",Unknown Binding,BISS Basic,BinaxNOW,39.96,USD,https://m.media-amazon.com/images/I/410puf8r1KL._SL75_.jpg
binder,B000RNJ7F4,"Avery Economy Showcase View 3 Ring Binder, 1 Inch Slant Rings, 1 Black Binder (19600)",Office Product,Office Product,AVERY,7.72,USD,https://m.media-amazon.com/images/I/416jr8WztEL._SL75_.jpg
binder,B001B0GJDU,"Avery Heavy-Duty View 3 Ring Binder, 1"" One Touch Slant Rings, Holds 8.5"" x 11"" Paper, 1 Black Binder (05300)",Office Product,Office Product,AVERY,10.94,USD,https://m.media-amazon.com/images/I/41vpkaYBqsL._SL75_.jpg
binder,B001B0GKAM,"Avery Heavy-Duty View 3 Ring Binder, 1"" One Touch EZD Rings, 1 White Binder (79199)",Office Product,Office Product,AVERY,11.1,USD,https://m.media-amazon.com/images/I/41qVx9c1dfL._SL75_.jpg
binder,B01BRGTWOA,"Amazon Basics 3-Ring Binder, 1-Inch - White, 4-Pack",Office Product,Office Product,Amazon Basics,13.49,USD,https://m.media-amazon.com/images/I/31ztnUlsg-L._SL75_.jpg
binder,B0CRDWCGBG,"Amazon Basics 3-Ring Binder, 1-Inch - White 1 pack",Office Product,Office Product,Amazon Basics,4.99,USD,https://m.media-amazon.com/images/I/21gQSsRCyZL._SL75_.jpg
binder 2 inch,B00006IEL9,"Avery Heavy-Duty View 3 Ring Binder, 2"" One Touch Slant Rings, Holds 8.5"" x 11"" Paper, 1 Black Binder (05500)",Office Product,Office Product,AVERY,15.28,USD,https://m.media-amazon.com/images/I/51TDJQeOnaL._SL75_.jpg
binder 2 inch,B0006HV1MI,"Avery Economy View 3 Ring Binder, 2"" Round Rings, 1 Black Binder (05730)",Office Product,Office Product,AVERY,8.35,USD,https://m.media-amazon.com/images/I/41jE-BxUzhL._SL75_.jpg
binder 2 inch,B0016T23JU,"Avery Durable View 3 Ring Binder, 2 Inch Slant Rings, 1 Dark Blue Binder (17034)",Office Product,Office Product,AVERY,10.61,USD,https://m.media-amazon.com/images/I/41vexKm+bIL._SL75_.jpg
binder 2 inch,B001B08W6M,"Avery Durable View 3 Ring Binder, 2 Inch Slant Rings, 1 Black Binder (17031)",Office Product,Office Product,AVERY,10.6,USD,https://m.media-amazon.com/images/I/41tfOmov7uL._SL75_.jpg
binder 2 inch,B001B0EE4G,"Avery Economy View 3 Ring Binder, 2"" Round Rings, 1 White Binder (05731)",Office Product,Office Product,AVERY,8.34,USD,https://m.media-amazon.com/images/I/41D+a8kaHoL._SL75_.jpg
binder 2 inch,B001PNO7G4,"Avery Economy View 3 Ring Binder, 2"" Round Rings, 1 Black Binder (05781)",Office Product,Office Product,AVERY,8.54,USD,https://m.media-amazon.com/images/I/41+mH6gUYiL._SL75_.jpg
binder 2 inch,B01F9R3DNY,"Cardinal Economy 3 Ring Binder, 2 Inch, Presentation View, White, Holds 475 Sheets, Nonstick, PVC Free, 4 Pack of Binders (79520)",Office Product,Office Product,Cardinal,19.93,USD,https://m.media-amazon.com/images/I/41ra7z5bpZL._SL75_.jpg
binder 2 inch,B077XCJ6S1,"Amazon Basics Economy 3 Ring Binder, 2"" D-Ring, 4-Pack, White",Office Product,BISS Basic,Amazon Basics,22.99,USD,https://m.media-amazon.com/images/I/31XXMAU1mTL._SL75_.jpg
binder 2 inch,B09259W24J,"Samsill Durable 2 Inch Binder, Made in the USA, D Ring Binder, Customizable Clear View Cover, Red, Holds 475 Pages",Office Product,Office Product,Samsill,10.79,USD,https://m.media-amazon.com/images/I/51W5v+iQ3xS._SL75_.jpg
binder 2 inch,B094BLNRP6,"Samsill Earth's Choice, 2-Inch Durable D-Ring View Binder 2 Pack, USDA Certified Biobased, Eco-Friendly, Sage Green",Office Product,Office Product,Samsill,17.15,USD,https://m.media-amazon.com/images/I/31GIGiZycCL._SL75_.jpg
binder dividers,B0000AQOH2,"Avery Dividers for 3 Ring Binders, 8-Tab Binder Dividers, Plastic Binder Dividers, Insertable Big Tabs, Multicolor, 1 Set (11901)",Office Product,Office Product,AVERY,2.95,USD,https://m.media-amazon.com/images/I/51ZLQ+ZZxXL._SL75_.jpg
binder dividers,B01HC4KIVW,"Avery Big Tab Write & Erase Durable Plastic Dividers for 3 Ring Binders, 8-Tab Set, Bright Multicolor, 1 Set (16130)",Office Product,Office Product,AVERY,4.5,USD,https://m.media-amazon.com/images/I/41CCvbIy0LS._SL75_.jpg
binder dividers,B07K8ZNKZ6,"Amazon Basics 3-Ring Binder Plastic Divider Set, 3-Hole Punched Letter Size 8-Tab Dividers, 6 Pack, Assorted Color",Office Product,Office Product,Amazon Basics,9.99,USD,https://m.media-amazon.com/images/I/31Paj1CqnDL._SL75_.jpg
binder dividers,B08WBYPVGJ,"Oxford Blank Write On Binder Dividers, 1/5 Cut Tabs, 3 Hole Punch Dividers in 5 Tab Sets, 100 Dividers, 20 Sets, White (89981)",Office Product,Office Product,Oxford,16.35,USD,https://m.media-amazon.com/images/I/31NPQ52TfAL._SL75_.jpg
binder dividers,B092CCR5Q4,"Avery Durable Plastic 5-Tab Write & Erase Big Tab Dividers for 3 Ring Binders, Pastel Brights (16270)",Office Product,Office Product,AVERY,3.82,USD,https://m.media-amazon.com/images/I/51VuSCTSeSL._SL75_.jpg
binder dividers,B092CM3KVX,"Avery Durable Plastic 8-Tab Write & Erase Big Tab Dividers for 3 Ring Binders, Pastel Brights (16271)",Office Product,Office Product,AVERY,5.2,USD,https://m.media-amazon.com/images/I/51kltWaLgmL._SL75_.jpg
binder dividers,B0BXJS9F9K,"Mr. Pen- Clear Sheet Protectors with Binder Tabs, 8 Tabs, 2 Sets, Clear Binder Sheet Protectors, Clear Plastic Dividers for 3 Ring Binder, Insertable Index Page Divider Multicolor Tabs",Office Product,Office Product,Mr. Pen,8.99,USD,https://m.media-amazon.com/images/I/31NfZpkRA0L._SL75_.jpg
binder dividers,B0CRDWQP5N,"Amazon Basics Two Pocket Plastic Dividers Tab Set, 5 Count, Letter Size, Assorted Color, 1-Pack",Office Product,Office Product,Amazon Basics,6.99,USD,https://m.media-amazon.com/images/I/31SbAr2T6CL._SL75_.jpg
binder dividers with pockets,B00006IBY8,"Avery Dividers for 3 Ring Binders, 8 Tab Binder Dividers, Plastic Binder Dividers with Pockets, Insertable Big Tabs, Multicolor, Works with Sheet Protectors, 1 Set (11903)",Office Product,Office Product,AVERY,5.36,USD,https://m.media-amazon.com/images/I/51KYBE-7XoL._SL75_.jpg
binder dividers with pockets,B07K929ZJH,"Amazon Basics Two Pocket Plastic Dividers, 8 Tab Set, 24 Count (Pack of 3), Letter Size, Assorted Color",Office Product,Office Product,Amazon Basics,10.99,USD,https://m.media-amazon.com/images/I/417ZPFl5f2L._SL75_.jpg
binder dividers with pockets,B07K92HF9K,"Amazon Basics Two Pocket Plastic Dividers, 5 Tab Set, Pack of 3, Letter Size, Assorted Color",Office Product,Office Product,Amazon Basics,10.89,USD,https://m.media-amazon.com/images/I/41-dLBWphkL._SL75_.jpg
binder dividers with pockets,B094493H6M,"Mr. Pen- Binder Dividers with Pockets and Tabs, 8 Pack, Pocket Dividers for 3 Ring Binder with Tabs, Binder Dividers with Pockets, Dividers with Pockets, Binder Divider, Plastic Dividers with Pockets",Office Product,Office Product,Mr. Pen,11.99,USD,https://m.media-amazon.com/images/I/31K2O9oMm8L._SL75_.jpg
binder dividers with pockets,B0CCL9W5QQ,"Mr. Pen- Binder Dividers with Pockets and Tabs, 8 Pack, Assorted Colors, Dividers for 3 Ring Binder with Pockets, Pocket Dividers for 3 Ring Binder with Tabs, Binder Dividers with Tabs and Pockets",Office Product,Office Product,Mr. Pen,13.99,USD,https://m.media-amazon.com/images/I/41GO6r7RJCL._SL75_.jpg
binder dividers with pockets,B0CRDWQP5N,"Amazon Basics Two Pocket Plastic Dividers Tab Set, 5 Count, Letter Size, Assorted Color, 1-Pack",Office Product,Office Product,Amazon Basics,6.99,USD,https://m.media-amazon.com/images/I/31SbAr2T6CL._SL75_.jpg
binder dividers with pockets,B0CZL39ZHS,"Forvencer 8 Pack Dividers with Pockets, 8 Tab Dividers for 3 Ring Binder with Pockets, Subject Dividers with Pockets, Premium Quality Notebook Dividers with Pockets, Vibrant Color, 1 Set",Other,Office Product,Forvencer,15.99,USD,https://m.media-amazon.com/images/I/41Rtk5icwuL._SL75_.jpg
binder paper,B00005C55O,"Mead Loose Leaf Paper, Notebook Paper, Wide Ruled Filler Paper, Standard, 8 x 10.5, 200 Sheets (15200) White",Office Product,Office Product,Mead,7.29,USD,https://m.media-amazon.com/images/I/317Fa2TT9wL._SL75_.jpg
binder paper,B000BQT6GM,"Mead Loose Leaf Paper, Notebook Paper, College Ruled Filler Paper, Standard, 8.5 x 11, 200 Sheets (17208), White",Office Product,Office Product,Mead,8.99,USD,https://m.media-amazon.com/images/I/31JR2hzv-rL._SL75_.jpg
binder paper,B01BLVANG2,"Five Star Loose Leaf Paper + Study App, Notebook Paper, College Ruled Filler Paper, Reinforced, 8.5 x 11, 100 Sheets (17010)",Office Product,Office Product,Five Star,6.49,USD,https://m.media-amazon.com/images/I/51sxw4gkLcL._SL75_.jpg
binder paper,B08B1H6HPX,"Kaisa Loose Leaf Paper Filler Paper 8x10.5 inches, College Ruled, 3-Hole Punched for 3-Ring Binder, 150 Sheets/Pack (3 Pack) F15001C",Office Product,Office Product,KAISA,19.99,USD,https://m.media-amazon.com/images/I/51tf7z6PTmL._SL75_.jpg
binder paper,B08VFFB23B,"Oxford Filler Paper, 8 x 10-1/2 Inch Wide Ruled Paper, 3 Hole Punch, Loose Leaf Notebook Paper for 3 Ring Binders, 500 sheets (62330), white",Office Product,Office Product,Oxford,14.49,USD,https://m.media-amazon.com/images/I/41w-bXGu7EL._SL75_.jpg
binder paper,B0BNW7HBBW,"Five Star Loose Leaf Paper, Notebook Paper, Wide Ruled Filler Paper, Reinforced, Fights Ink Bleed, 8 x 10.5, 80 Sheets (150002-23), White",Office Product,Office Product,Five Star,4.99,USD,https://m.media-amazon.com/images/I/41AL8KlsffL._SL75_.jpg
binder paper,B0BNW7ZVY9,"Five Star Loose Leaf Paper + Study App, Notebook Paper, College Ruled Filler Paper, Reinforced, Fights Ink Bleed, 8.5 x 11, 80 Sheets (170102),White",Office Product,Office Product,Five Star,4.99,USD,https://m.media-amazon.com/images/I/31G3IRnNhlL._SL75_.jpg
binder paper,B0BWF8W8XD,"Rosmonde Loose Leaf Paper, 450 Sheets, 3 Pack, College Ruled Paper, 8"" x 10.5"", Bulk Office Filler Paper, 3 Hole Punched, 150 Sheets/Pack, 56 gsm Paper, College Ruled Notebook Paper for Binder, White",Other,Office Product,Rosmonde,12.49,USD,https://m.media-amazon.com/images/I/41OeUAIFh4L._SL75_.jpg
binder pencil pouch,B003O3ETZC,"Five Star Zipper Pouch, Pencil Pouch, Pencil Case, Fits 3-Ring Binder, Assorted Colors, Color Will Vary, 1 Count (50642)",Office Product,Office Product,Five Star,9.69,USD,https://m.media-amazon.com/images/I/41IPWm7KZ0L._SL75_.jpg
binder pencil pouch,B06Y1GXTPJ,"Five Star Xpanz Carrying Case (Pouch) Pencil, Pen, Supplies - Assorted",Office Product,Office Product,Five Star,11.89,USD,https://m.media-amazon.com/images/I/51ak7yXbqNL._SL75_.jpg
binder pencil pouch,B07DP1TVJN,"Mr. Pen Fabric Pencil Pouch with 3 Binder Holes, Black, Set of 2",Luggage,Office Product,Mr. Pen,8.99,USD,https://m.media-amazon.com/images/I/41b5ZqenNsL._SL75_.jpg
binder pencil pouch,B07DYMNM9M,"Binder Pencil Pouch with Zipper Pulls, Pencil Case with Rivet Enforced 3 Ring, Multicolored 5 Pack",Office Product,Office Product,DoDoMagxanadu,10.99,USD,https://m.media-amazon.com/images/I/51xCDeGDqOL._SL75_.jpg
binder pencil pouch,B07QDHC9KG,"TOPWOOZU Pencil Pouch 3 Ring, Zipper Pencil Pouches Case Binder Cosmetic Bag Black 2 Pack",Luggage,Office Product,TOPWOOZU,5.99,USD,https://m.media-amazon.com/images/I/51CRhDadUaL._SL75_.jpg
binder pencil pouch,B08GBVVKGC,"Sooez Pencil Pouch for 3 Ring Binder, 2 Pack Binder Pencil Pouch with Clear Window Pencil Bags with Zipper & Reinforced Grommets, Pencil Case for Binder Black & Black",Unknown Binding,Office Product,Sooez,12.99,USD,https://m.media-amazon.com/images/I/515tXIchkTL._SL75_.jpg
binder pencil pouch,B09SZ1NQCX,"DoDoMagxanadu Binder Pencil Pouches, Pencil Pouch 3 Ring with Zipper Pulls, Clear Window Pencil Case with Rivet Enforced 3 Ring, Black 5 Pack",Unknown Binding,Office Product,DoDoMagxanadu,9.99,USD,https://m.media-amazon.com/images/I/41ojt34RZyL._SL75_.jpg
binder pencil pouch,B0BGWSGHQT,"Forvencer Pencil Pouch for 3 Ring Binder, Binder Pencil Case with Smooth Zipper, Clear Window Pencil Case for Binder, Big Capacity 3 Ring Binder Pencil Bag with 3 Reinforced Grommets, Pink",Luggage,Office Product,Forvencer,8.99,USD,https://m.media-amazon.com/images/I/51Q207ApgWL._SL75_.jpg
binder pencil pouch,B0BGWWGGYZ,"Forvencer 6Pack Pencil Pouches for 3 Ring Binder, Smooth Zipper 3 Ring Binder Pencil Pouch, Multi-Color Pencil Case for Binder, Clear Top Binder Pencil Pouch, Pencil Bag with 3 Re-enforced Grommets",Office Product,Office Product,Forvencer,21.99,USD,https://m.media-amazon.com/images/I/51s17+D9vNL._SL75_.jpg
binder pencil pouch,B0BGWX4KPM,"Forvencer Pencil Pouch for 3 Ring Binder, Binder Pencil Case with Smooth Zipper, Clear Window Pencil Case for Binder, Big Capacity 3 Ring Binder Pencil Bag with 3 Reinforced Grommets, Bright Red",Unknown Binding,Office Product,Forvencer,8.99,USD,https://m.media-amazon.com/images/I/51ZF6Z2+0VL._SL75_.jpg
binder pencil pouch,B0BGXGY98P,"Forvencer Pencil Pouch for 3 Ring Binder, Binder Pencil Case with Smooth Zipper, Clear Window Pencil Case for Binder, Big Capacity 3 Ring Binder Pencil Bag with 3 Reinforced Grommets, Azure Blue",Unknown Binding,Office Product,Forvencer,8.99,USD,https://m.media-amazon.com/images/I/519R+GOdCZL._SL75_.jpg
binder pencil pouch,B0BWJBD2NF,"Pencil Pouch for 3 Ring Binder, 2 PCS Double Layer Binder Pencil Case with Zipper Puller, Transparent PVC Mesh Window Oxford Pencil Holder 3 Ring Binder Pencil Cases, Smooth Metal Zipper Pencil",Luggage,Luggage,BowLUQ,8.98,USD,https://m.media-amazon.com/images/I/51TwV-GqQvL._SL75_.jpg
binder pencil pouch,B0CJLXDHZN,"SKYDUE Pencil Pouch for 3 Ring Binder, Zipper Pencil Pouches for Girls Boys, Clear Window Pencil Case for Binder, Pencil Pouch for Binder, 3 Ring Binder Pencil Bag with Smooth Zipper,Purple",Other,Toy,SKYDUE,7.99,USD,https://m.media-amazon.com/images/I/414FaAvDYdL._SL75_.jpg
binder pencil pouch,B0CJMDDMSB,"SKYDUE Pencil Pouch for 3 Ring Binder, Zipper Pencil Pouches for Girls Boys, Clear Window Pencil Case for Binder, Pencil Pouch for Binder, 3 Ring Binder Pencil Bag with Smooth Zipper,Gray",Other,Toy,SKYDUE,12.99,USD,https://m.media-amazon.com/images/I/51gWmqqBASL._SL75_.jpg
binder pencil pouch,B0CL7PHYFZ,"Mr. Pen- Pencil Pouch, 2Pack, Pencil Pouches, Pencil Pouch for 3 Ring Binder Pencil Pouch, Pencil Cases, Pencil Case for Binder Pouch, Zipper Pencil Pouch, 3 Ring Binder Pouch, Pencil Bags with Zipper",Unknown Binding,Luggage,Mr. Pen,9.99,USD,https://m.media-amazon.com/images/I/418Da-LfIqL._SL75_.jpg
binder pencil pouch,B0CPH44ZZW,"Five Star Pencil Pouch, Pen Case, Storage Organizer for Classroom Supplies Earbuds Chargers Cables Makeup, 3-Pocket, Fits 3 Ring Binder, Black/Grey (506420A-ECM)",Apparel,Office Product,Five Star,8.99,USD,https://m.media-amazon.com/images/I/41z1jkRDwTL._SL75_.jpg
binder pencil pouch,B0D46X9Q17,"Forvencer Pencil Pouch for 3 Ring Binder, Large Capacity Binder Pencil Pouch with Smooth Zipper & 3 Reinforced Grommets, Pencil Case for Binder Clear Window to Organize School Office Supplies, Purple",Unknown Binding,Luggage,Forvencer,15.99,USD,https://m.media-amazon.com/images/I/41aWd3O9j5L._SL75_.jpg
binders 1.5 inch,B00006IEM6,"Avery Economy Showcase View 3 Ring Binder, 1-1/2 Inch Slant Rings, 1 White Binder (19651)",Office Product,Office Product,AVERY,9.0,USD,https://m.media-amazon.com/images/I/414h1m61FIL._SL75_.jpg
binders 1.5 inch,B00A45VHPS,"Cardinal Economy 3-Ring Binders, 1.5"", Round Rings, Holds 350 Sheets, ClearVue Presentation View, Non-Stick, White, Carton of 12 (90631)",Office Product,Office Product,Cardinal,42.99,USD,https://m.media-amazon.com/images/I/41cHDfz3+iL._SL75_.jpg
binders 1.5 inch,B01DA4G952,"Cardinal 1.5 Inch 3 Ring Binder,Binder for School and Office, Durable D Ring, Assorted Colors, Black, Red, Blue, Green 4 Pack, Holds 375 Sheets (29300)",Office Product,Office Product,Cardinal,19.92,USD,https://m.media-amazon.com/images/I/418qQy4SC9L._SL75_.jpg
binders 1.5 inch,B077XBXKG3,"Amazon Basics 3 Ring Binder with 1.5 Inch D-Ring and Clear Overlay, White, 4-Pack",Office Product,BISS Basic,Amazon Basics,24.99,USD,https://m.media-amazon.com/images/I/31kdYptmOIL._SL75_.jpg
binders 1.5 inch,B07FMXC5YC,"Samsill Economy 1.5 Inch 3 Ring Binder, Made in The USA, Round Ring Binder, Customizable Clear View Cover, White, 4 Pack (MP48557)",Office Product,Office Product,Samsill,20.39,USD,https://m.media-amazon.com/images/I/51Jo6EMCv6L._SL75_.jpg
binders 1.5 inch,B083YN3PT1,"Cardinal 3 Ring Binders, Round Rings, Holds 350 Sheets, ClearVue Presentation View, Non-Stick, Assorted Colors (79550), 1.5 Inch (Pack of 4)",Office Product,Office Product,Cardinal,15.99,USD,https://m.media-amazon.com/images/I/5167mtKaBAL._SL75_.jpg
binders 1.5 inch,B09CC73M1M,"3 Ring Binder, 1.5 Inch Clear View Cover with 2 Inside Pockets Binder, Colored School Supplies 1 ½ Inch Round Ring Binders, in Pink, Red, Blue, Purple, Green, and Grey, Multicolor (6 PC) – by Enday",Office Product,Office Product,Enday,30.99,USD,https://m.media-amazon.com/images/I/61VaAHrEJAL._SL75_.jpg
